mean_BME_Temp,std_BME_Temp,mean_BME_Humidity,std_BME_Humidity,mean_BME_VOC_Ohm,std_BME_VOC_Ohm,mean_MQ3_Top_PPM,std_MQ3_Top_PPM,mean_MQ3_Bottom_PPM,std_MQ3_Bottom_PPM,VOC_to_MQ3_Top_Ratio,VOC_to_MQ3_Bottom_Ratio,delta_VOC_Ohm,delta_MQ3_Top_PPM,delta_MQ3_Bottom_PPM,Time_to_Spoilage_Minutes_mean,Spoilage_Stage
29.11126128076957,0.002438372529100111,78.99540521387759,0.0025201235691558214,3.287644915755413,0.0005953839439381109,3.7613701769889616,0.03961605860793231,1.8008313185688876,0.014481154576525457,0.8740528106858955,1.825616106125372,-0.0011892551892551673,0.055993894993894955,0.018594017094017312,3918.0,Fresh
29.103289289467657,0.0028439817168652713,78.98521453866555,0.00421512086336774,3.285690979111685,0.0007103623628666344,3.818513999387841,0.030948759064596487,1.8223394361931426,0.014495319259312519,0.8604610000194901,1.8029972264679588,-0.0014204696499771075,0.040272337911682055,0.018631221385319474,3915.0,Fresh
29.094609313287094,0.002912390911151815,78.9754212896864,0.0007536649175895637,3.2835677039685067,0.0007410798358725775,3.9754094081841465,0.14819811920888887,1.8999436877556704,0.07337392628281428,0.8259676192174005,1.7282356539159842,-0.0014819263326470988,0.24532200869366383,0.12159116906886336,3912.0,Fresh
29.08952464202974,0.0005505785256661603,78.97676753110233,0.0012557107728564374,3.285638507748915,0.0031214646172222915,4.060146851032954,0.02914029433483742,1.9343748833009424,0.008320196531016844,0.8092393048591234,1.6985443466359795,0.006050583118645481,0.03629491121637596,0.006316518463115539,3909.0,Fresh
29.08779426253346,0.0014436195106826615,78.98106528282261,0.0016008200547819576,3.288739450349875,0.0001262590917309371,4.023525527816356,0.020640506352679434,1.913091234813549,0.009912522874562336,0.8173755215067611,1.719061903522526,-0.00014175257731974256,-0.04128060567010294,-0.01982495704467313,3906.0,Fresh
29.082133522548677,0.0022562348360645524,78.98599769169675,0.0016787564321037245,3.2877738925324134,0.0005246569569450094,3.9624150948157477,0.02003788132490686,1.8838082018698408,0.009611391431639821,0.8297378029515267,1.745271326749595,-0.0010488090589615418,-0.04007575165950783,-0.01922269946635402,3903.0,Fresh
29.07484953809451,0.0025872106027753274,78.99140066155694,0.001902533259567435,3.286182692079928,0.0005335881042560543,3.9031303614029746,0.019412960489678645,1.8554081197231953,0.009323776613982794,0.8419330046585148,1.7711278429091684,-0.0010671717171715223,-0.0388257575757569,-0.018647474747474746,3900.0,Fresh
29.06687370306768,0.0027320371977836715,78.99718789322502,0.002068369789587567,3.284506821353409,0.000566872398495906,3.9783133148253427,0.06537416631795942,1.8839939590606363,0.026030677004208143,0.8256007773711087,1.7433651376141817,-0.0011337401661637436,0.10213121584197182,0.03966080925422166,3897.0,Fresh
29.061560839411936,0.0002570238972220744,79.00365097992784,0.002323681402740931,3.286673507511774,0.002996675681849646,3.9671842508887685,0.0191572242712676,1.8756395106783736,0.009149569885850035,0.8284629639134665,1.7522855356505649,0.005792880258899569,-0.03831429659242369,-0.01829906719969565,3894.0,Fresh
29.058771553103643,0.0017278377554348168,79.01033022570066,0.001969588984934642,3.2897916629624295,5.552968506671666e-05,3.9161996846064344,0.014525702967429388,1.8505046541516794,0.007496207063502881,0.8400448208617926,1.7777712030443495,2.3114439593463487e-06,-0.028603194415551148,-0.01490419064789772,3891.0,Fresh
29.052408936324838,0.002428822754377822,79.0162026339583,0.0018663591880416677,3.2890692640047465,0.0004228704050670036,3.9795219416092174,0.01869455687172172,1.883914466260438,0.00892860485307787,0.8264965107114416,1.745860475252227,-0.0008441150044919965,-0.03738903863432208,-0.017857142857142794,3888.0,Fresh
29.044603525667515,0.0027318096509153975,79.02190980153665,0.00195371384671011,3.2876806950520048,0.0005037636792217905,3.9241534078289444,0.01824407222057715,1.857503675971645,0.008680018487395384,0.837804228155454,1.7699361988989153,-0.0010062233868328718,-0.03648782618189861,-0.017359973796266415,3885.0,Fresh
29.03621463202799,0.002862730758109318,79.02770551774029,0.001854243774161563,3.2860998833181188,0.0005122300260808104,3.870192687561362,0.01771980270079984,1.8318231694045544,0.008441671060733659,0.8490769472822391,1.7938860034870316,-0.001024040095140677,-0.035439602446482255,-0.01688328236493364,3882.0,Fresh
29.030364328213647,0.00032806727795203376,79.03344791214694,0.002189456252320439,3.2882039642692344,0.0027786677155245553,4.021998286966861,0.16215080698036094,1.9017793098655307,0.07522319387278972,0.8175527571448605,1.729005388352789,0.005383582305419576,0.2711306018719397,0.12565548874976762,3879.0,Fresh
29.026926365827716,0.0018719742594195162,79.03929228756304,0.001731193920560853,3.29112109066145,7.780777010340838e-05,4.069814793973986,0.018048615915702903,1.9233441701631164,0.008624948468775658,0.8086640721080847,1.711136275219834,-9.652509652458008e-06,-0.03609716859716805,-0.017249839124839017,3876.0,Fresh
29.020258180390055,0.002523547212143696,79.04431669547212,0.0016403226650686742,3.2905025254953606,0.00035699404637857477,4.016158289114424,0.017660011096922126,1.8978123818723407,0.008397482125229465,0.8193139053495504,1.733830603393474,-0.0007122858541364074,-0.03532001957905084,-0.01679490944689155,3873.0,Fresh
29.012206126194542,0.0028044065049516523,79.04935469496156,0.0016625407215687237,3.2892007423469756,0.0004551404540093514,3.991826139140649,0.017278822544754747,1.8863995272340084,0.008237631062276566,0.8239819039904441,1.743630264192867,-0.0009099923722346581,-0.03455758962623978,-0.016475209763539223,3870.0,Fresh
