Timestamp,time,BME_Temp,BME_Humidity,BME_VOC_Ohm,MQ3_Bottom_Analog,MQ3_Bottom_PPM,MQ3_Top_Analog,MQ3_Top_PPM,Time_to_Spoilage_Minutes,Time_from_Start_Minutes
2025-06-16 14:58:18,319994,26.584444444444443,81.05172222222222,3.883444444444444,811.8222222222222,2.5537098619274317,998.6277777777776,8.513263922488708,5729.0,0.0
2025-06-16 14:59:18,379994,26.59519337016575,81.06099447513813,3.886740331491713,822.2762430939226,2.6735037845207885,1009.7237569060774,8.87832330605016,5728.0,1.0
2025-06-16 15:00:18,439994,26.60489010989011,81.07005494505495,3.887087912087913,818.7197802197802,2.632261907959622,1006.7142857142856,8.778062787526274,5727.0,2.0
2025-06-16 15:01:18,499994,26.61377049180328,81.07879781420765,3.8861202185792343,814.9453551912568,2.589044415251572,1003.6284153005464,8.676226221688657,5726.0,3.0
2025-06-16 15:02:18,559994,26.622010869565216,81.08722826086957,3.884510869565217,810.5163043478261,2.5390483550405154,998.375,8.505093584977994,5725.0,4.0
2025-06-16 15:03:18,619994,26.62972972972973,81.09556756756757,3.8824864864864863,809.1675675675675,2.5239759506697257,997.7027027027028,8.483394784235273,5724.0,5.0
2025-06-16 15:04:18,679994,26.637043010752688,81.10354838709678,3.880322580645161,805.0698924731183,2.4786161666575306,994.0752688172043,8.367099893460965,5723.0,6.0
2025-06-16 15:05:18,739994,26.64406417112299,81.11139037433155,3.8780748663101607,806.0534759358288,2.4894449587210157,997.1764705882352,8.466442063611765,5722.0,7.0
2025-06-16 15:06:18,799994,26.6506914893617,81.11882978723405,3.875691489361702,802.8244680851063,2.4540342300430225,994.558510638298,8.38251654726299,5721.0,8.0
2025-06-16 15:07:18,859994,26.65714285714285,81.12613756613757,3.873386243386244,798.5767195767196,2.408057333381989,989.5185185185184,8.222868250468709,5720.0,9.0
2025-06-16 15:08:18,919994,26.66342105263158,81.13315789473684,3.871052631578948,807.8421052631579,2.5092325192255642,999.3473684210526,8.536557992457077,5719.0,10.0
2025-06-16 15:09:26,65950,26.669581151832464,81.14005235602095,3.868795811518324,803.6125654450262,2.46263999019918,994.1413612565444,8.369207037216128,5718.0,11.0
2025-06-16 15:10:26,125950,26.675572916666667,81.1465625,3.866510416666667,802.1510416666666,2.446699431479045,993.5989583333334,8.35192714364605,5717.0,12.0
2025-06-16 15:11:26,185950,26.684041450777205,81.15305699481866,3.86720207253886,797.9948186528497,2.401812145947525,989.4870466321244,8.221879230918336,5716.0,13.0
2025-06-16 15:12:26,245950,26.691237113402064,81.15907216494845,3.865979381443299,793.8814432989691,2.358028434264111,984.3865979381444,8.062877997128895,5715.0,14.0
2025-06-16 15:13:26,305950,26.69794871794872,81.16492307692307,3.864410256410256,789.8102564102564,2.315314366013441,979.5282051282052,7.913773133948987,5714.0,15.0
2025-06-16 15:14:26,365950,26.704285714285717,81.17045918367347,3.86265306122449,786.6785714285714,2.282873079960382,977.0765306122448,7.839391987042681,5713.0,16.0
2025-06-16 15:15:26,425950,26.71035532994924,81.1758883248731,3.860761421319797,782.6852791878173,2.242025288838885,972.741116751269,7.709259573248431,5712.0,17.0
2025-06-16 15:16:26,485950,26.7159595959596,81.18111111111111,3.8587878787878784,779.6414141414141,2.211276277937878,970.3080808080808,7.637005993370113,5711.0,18.0
2025-06-16 15:17:26,545950,26.721407035175883,81.1862311557789,3.8568341708542713,775.7236180904523,2.172186600836267,966.3316582914572,7.520109438609625,5710.0,19.0
2025-06-16 15:18:26,605950,26.726750000000003,81.1912,3.8549,781.91,2.2341618129434577,973.105,7.72011360876357,5709.0,20.0
2025-06-16 15:20:26,725950,26.731990049751243,81.19616915422885,3.853034825870647,778.0199004975125,2.195031383077385,968.5124378109452,7.584036452233693,5707.0,22.0
2025-06-16 15:21:26,785950,26.73712871287129,81.2010396039604,3.851138613861386,774.1683168316831,2.1568196565897773,964.9851485148516,7.4808581059085695,5706.0,23.0
2025-06-16 15:22:26,845950,26.742216748768477,81.20581280788177,3.8492610837438415,770.3546798029556,2.119499651766292,960.3054187192118,7.3457390048170135,5705.0,24.0
2025-06-16 15:23:26,905950,26.74857843137255,81.21058823529411,3.8483823529411767,782.0245098039215,2.2353218951946188,972.9460784313726,7.7153717065798375,5704.0,25.0
2025-06-16 15:25:33,125867,26.75453658536585,81.21517073170732,3.847219512195122,778.209756097561,2.1969285724675722,968.419512195122,7.581303430267296,5701.0,27.0
2025-06-16 15:26:33,185867,26.76014563106796,81.21966019417475,3.845825242718447,784.8883495145631,2.264489114666524,975.5776699029126,7.794200481914154,5700.0,28.0
2025-06-16 15:27:33,245867,26.76550724637681,81.2240579710145,3.844347826086957,792.9661835748792,2.3483721692648944,984.1545893719808,8.055705717971069,5699.0,29.0
2025-06-16 15:28:33,305867,26.77067307692308,81.22841346153845,3.842788461538461,789.6057692307693,2.313185085132032,981.3653846153846,7.9698887566314065,5698.0,30.0
2025-06-16 15:29:33,365867,26.775598086124404,81.23253588516745,3.841196172248804,785.8277511961722,2.2741213698724616,976.6937799043062,7.827831519260766,5697.0,31.0
2025-06-16 15:30:33,425867,26.780380952380952,81.23661904761904,3.839619047619048,782.0857142857143,2.2359421426999178,973.195238095238,7.722807192997789,5696.0,32.0
2025-06-16 15:31:33,485867,26.78511848341232,81.24056872037914,3.8380568720379142,779.4597156398104,2.209451283974817,971.0047393364928,7.657637826635899,5695.0,33.0
2025-06-16 15:32:33,545867,26.7897641509434,81.24443396226415,3.836509433962264,788.4009433962265,2.3006707122649086,980.3820754716982,7.939813774056627,5694.0,34.0
