Timestamp,time,BME_Temp,BME_Humidity,BME_VOC_Ohm,MQ3_Bottom_Analog,MQ3_Bottom_PPM,MQ3_Top_Analog,MQ3_Top_PPM,Time_to_Spoilage_Minutes,Time_from_Start_Minutes
2025-06-16 14:58:18,319994,26.44411111111111,80.48816666666667,3.8834444444444443,811.8222222222222,18.19038888888889,998.6277777777777,21.17038888888889,4027,0
2025-06-16 14:59:18,379994,26.455635359116023,80.50055248618784,3.886740331491713,822.2762430939226,18.089944751381218,1009.7237569060774,21.054696132596685,4026,1
2025-06-16 15:00:18,439994,26.4660989010989,80.5126923076923,3.8870879120879125,818.7197802197802,17.990604395604397,1006.7142857142857,20.939725274725276,4025,2
2025-06-16 15:01:18,499994,26.475737704918036,80.52448087431694,3.8861202185792347,814.9453551912568,17.892295081967212,1003.6284153005464,20.825956284153005,4024,3
2025-06-16 15:02:18,559994,26.484728260869563,80.53592391304348,3.8845108695652173,810.5163043478261,17.79505434782609,998.375,20.712771739130435,4023,4
2025-06-16 15:03:18,619994,26.493189189189188,80.54724324324324,3.8824864864864863,809.1675675675675,17.700216216216216,997.7027027027027,20.60718918918919,4022,5
2025-06-16 15:04:18,679994,26.501236559139784,80.55817204301076,3.8803225806451613,805.0698924731183,17.60505376344086,994.0752688172043,20.496612903225806,4021,6
2025-06-16 15:05:18,739994,26.508983957219254,80.56893048128342,3.8780748663101607,806.0534759358288,17.520695187165774,997.1764705882352,20.455989304812835,4020,7
2025-06-16 15:06:18,799994,26.516329787234042,80.57925531914893,3.875691489361702,802.8244680851063,17.427553191489363,994.5585106382979,20.34813829787234,4019,8
2025-06-16 15:07:18,859994,26.52349206349206,80.58941798941798,3.8733862433862436,798.5767195767196,17.335343915343916,989.5185185185185,20.24047619047619,4018,9
2025-06-16 15:08:18,919994,26.530473684210527,80.59926315789474,3.8710526315789475,807.8421052631579,18.35436842105263,999.3473684210526,20.13394736842105,4017,10
2025-06-16 15:09:26,65950,26.53732984293194,80.60895287958115,3.868795811518324,803.6125654450262,18.2582722513089,994.1413612565445,20.02853403141361,4016,11
2025-06-16 15:10:26,125950,26.544010416666666,80.61822916666667,3.866510416666667,802.1510416666666,18.16421875,993.5989583333334,19.93078125,4015,12
2025-06-16 15:11:26,185950,26.55316062176166,80.62746113989637,3.86720207253886,797.9948186528497,18.070103626943006,989.4870466321244,19.827564766839377,4014,13
2025-06-16 15:12:26,245950,26.561030927835052,80.63618556701032,3.865979381443299,793.8814432989691,17.9769587628866,984.3865979381443,19.725360824742268,4013,14
2025-06-16 15:13:26,305950,26.568410256410257,80.64471794871794,3.864410256410256,789.8102564102564,17.884769230769233,979.5282051282052,19.624205128205126,4012,15
2025-06-16 15:14:26,365950,26.575408163265305,80.65290816326531,3.86265306122449,786.6785714285714,17.79357142857143,977.0765306122449,19.524948979591837,4011,16
2025-06-16 15:15:26,425950,26.582131979695433,80.66096446700507,3.8607614213197974,782.6852791878173,17.703248730964468,972.741116751269,19.425837563451775,4010,17
2025-06-16 15:16:26,485950,26.588383838383837,80.66878787878788,3.8587878787878784,779.6414141414141,17.61388888888889,970.3080808080808,19.328535353535354,4009,18
2025-06-16 15:17:26,545950,26.594472361809046,80.67648241206031,3.8568341708542713,775.7236180904523,17.525376884422112,966.3316582914573,19.23145728643216,4008,19
2025-06-16 15:18:26,605950,26.600450000000002,80.684,3.8549,781.91,17.65925,973.105,19.6737,4007,20
2025-06-16 15:20:26,725950,26.6063184079602,80.69149253731344,3.853034825870647,778.0199004975125,17.57139303482587,968.5124378109452,19.575820895522387,4005,22
2025-06-16 15:21:26,785950,26.612079207920793,80.69886138613862,3.851138613861386,774.1683168316831,17.48440594059406,964.9851485148515,19.4790099009901,4004,23
2025-06-16 15:22:26,845950,26.617783251231526,80.70610837438424,3.8492610837438423,770.3546798029556,17.398275862068964,960.3054187192118,19.38305418719212,4003,24
2025-06-16 15:23:26,905950,26.624754901960785,80.71333333333334,3.8483823529411767,782.0245098039215,17.31299019607843,972.9460784313726,19.288039215686275,4002,25
2025-06-16 15:25:33,125867,26.63131707317073,80.72034146341463,3.847219512195122,778.209756097561,17.228536585365852,968.4195121951219,19.193951219512197,4000,27
2025-06-16 15:26:33,185867,26.63752427184466,80.72723300970874,3.8458252427184467,784.8883495145631,17.464223300970875,975.5776699029126,19.843446601941746,3999,28
2025-06-16 15:27:33,245867,26.643478260869564,80.73400966183574,3.8443478260869566,792.9661835748792,18.134009661835748,984.1545893719807,20.486666666666665,3998,29
2025-06-16 15:28:33,305867,26.64923076923077,80.74072115384615,3.8427884615384613,789.6057692307693,18.04682692307692,981.3653846153846,20.388605769230768,3997,30
2025-06-16 15:29:33,365867,26.654736842105265,80.74717703349282,3.8411961722488037,785.8277511961722,17.96047846889952,976.6937799043062,20.291052631578946,3996,31
2025-06-16 15:30:33,425867,26.660095238095238,80.75357142857143,3.8396190476190477,782.0857142857143,17.87495238095238,973.1952380952381,20.19452380952381,3995,32
2025-06-16 15:31:33,485867,26.665402843601893,80.75981042654028,3.8380568720379147,779.4597156398104,17.790284360189574,971.0047393364929,20.099715639810427,3994,33
2025-06-16 15:32:33,545867,26.67061320754717,80.76594339622642,3.8365094339622643,788.4009433962265,17.706415094339622,980.3820754716982,20.005801886792455,3993,34
2025-06-16 15:33:33,605867,26.67572769953052,80.7718779342723,3.8349295774647887,784.6995305164319,17.623286384976527,975.8779342723004,19.911877934272304,3992,35
