Timestamp,time,BME_Temp,BME_Humidity,BME_VOC_Ohm,MQ3_Bottom_Analog,MQ3_Bottom_PPM,MQ3_Top_Analog,MQ3_Top_PPM,Time_to_Spoilage_Minutes,Time_from_Start_Minutes
2025-06-16 14:58:18,319994,26.584444444444443,81.05172222222222,3.8834444444444443,811.8222222222222,18.19038888888889,998.6277777777777,21.17038888888889,5729.0,0.0
2025-06-16 14:59:18,379994,26.59519337016575,81.06099447513813,3.886740331491713,822.2762430939226,18.089944751381218,1009.7237569060774,21.054696132596685,5728.0,1.0
2025-06-16 15:00:18,439994,26.60489010989011,81.07005494505495,3.8870879120879125,818.7197802197802,17.990604395604397,1006.7142857142857,20.939725274725276,5727.0,2.0
2025-06-16 15:01:18,499994,26.613770491803276,81.07879781420765,3.8861202185792347,814.9453551912568,17.892295081967212,1003.6284153005464,20.825956284153005,5726.0,3.0
2025-06-16 15:02:18,559994,26.622010869565216,81.08722826086957,3.8845108695652173,810.5163043478261,17.79505434782609,998.375,20.712771739130435,5725.0,4.0
2025-06-16 15:03:18,619994,26.62972972972973,81.09556756756757,3.8824864864864863,809.1675675675675,17.700216216216216,997.7027027027027,20.60718918918919,5724.0,5.0
2025-06-16 15:04:18,679994,26.637043010752688,81.10354838709678,3.8803225806451613,805.0698924731183,17.60505376344086,994.0752688172043,20.496612903225806,5723.0,6.0
2025-06-16 15:05:18,739994,26.64406417112299,81.11139037433155,3.8780748663101607,806.0534759358288,17.520695187165774,997.1764705882352,20.455989304812835,5722.0,7.0
2025-06-16 15:06:18,799994,26.6506914893617,81.11882978723405,3.875691489361702,802.8244680851063,17.427553191489363,994.5585106382979,20.34813829787234,5721.0,8.0
2025-06-16 15:07:18,859994,26.657142857142855,81.12613756613757,3.8733862433862436,798.5767195767196,17.335343915343916,989.5185185185185,20.24047619047619,5720.0,9.0
2025-06-16 15:08:18,919994,26.66342105263158,81.13315789473684,3.8710526315789475,807.8421052631579,18.35436842105263,999.3473684210526,20.13394736842105,5719.0,10.0
2025-06-16 15:09:26,65950,26.669581151832464,81.14005235602095,3.868795811518324,803.6125654450262,18.2582722513089,994.1413612565445,20.02853403141361,5718.0,11.0
2025-06-16 15:10:26,125950,26.675572916666667,81.1465625,3.866510416666667,802.1510416666666,18.16421875,993.5989583333334,19.93078125,5717.0,12.0
2025-06-16 15:11:26,185950,26.684041450777205,81.15305699481866,3.86720207253886,797.9948186528497,18.070103626943006,989.4870466321244,19.827564766839377,5716.0,13.0
2025-06-16 15:12:26,245950,26.691237113402064,81.15907216494845,3.865979381443299,793.8814432989691,17.9769587628866,984.3865979381443,19.725360824742268,5715.0,14.0
2025-06-16 15:13:26,305950,26.69794871794872,81.16492307692307,3.864410256410256,789.8102564102564,17.884769230769233,979.5282051282052,19.624205128205126,5714.0,15.0
2025-06-16 15:14:26,365950,26.704285714285714,81.17045918367347,3.86265306122449,786.6785714285714,17.79357142857143,977.0765306122449,19.524948979591837,5713.0,16.0
2025-06-16 15:15:26,425950,26.710355329949238,81.1758883248731,3.8607614213197974,782.6852791878173,17.703248730964468,972.741116751269,19.425837563451775,5712.0,17.0
2025-06-16 15:16:26,485950,26.715959595959596,81.18111111111111,3.8587878787878784,779.6414141414141,17.61388888888889,970.3080808080808,19.328535353535354,5711.0,18.0
2025-06-16 15:17:26,545950,26.721407035175883,81.1862311557789,3.8568341708542713,775.7236180904523,17.525376884422112,966.3316582914573,19.23145728643216,5710.0,19.0
2025-06-16 15:18:26,605950,26.726750000000003,81.1912,3.8549,781.91,17.65925,973.105,19.6737,5709.0,20.0
2025-06-16 15:20:26,725950,26.731990049751243,81.19616915422885,3.853034825870647,778.0199004975125,17.57139303482587,968.5124378109452,19.575820895522387,5707.0,22.0
2025-06-16 15:21:26,785950,26.737128712871286,81.2010396039604,3.851138613861386,774.1683168316831,17.48440594059406,964.9851485148515,19.4790099009901,5706.0,23.0
2025-06-16 15:22:26,845950,26.742216748768474,81.20581280788177,3.8492610837438423,770.3546798029556,17.398275862068964,960.3054187192118,19.38305418719212,5705.0,24.0
2025-06-16 15:23:26,905950,26.74857843137255,81.21058823529411,3.8483823529411767,782.0245098039215,17.31299019607843,972.9460784313726,19.288039215686275,5704.0,25.0
2025-06-16 15:25:33,125867,26.754536585365855,81.21517073170732,3.847219512195122,778.209756097561,17.228536585365852,968.4195121951219,19.193951219512197,5701.0,27.0
2025-06-16 15:26:33,185867,26.76014563106796,81.21966019417475,3.8458252427184467,784.8883495145631,17.464223300970875,975.5776699029126,19.843446601941746,5700.0,28.0
2025-06-16 15:27:33,245867,26.76550724637681,81.2240579710145,3.8443478260869566,792.9661835748792,18.134009661835748,984.1545893719807,20.486666666666665,5699.0,29.0
2025-06-16 15:28:33,305867,26.770673076923078,81.22841346153845,3.8427884615384613,789.6057692307693,18.04682692307692,981.3653846153846,20.388605769230768,5698.0,30.0
2025-06-16 15:29:33,365867,26.775598086124404,81.23253588516745,3.8411961722488037,785.8277511961722,17.96047846889952,976.6937799043062,20.291052631578946,5697.0,31.0
2025-06-16 15:30:33,425867,26.780380952380952,81.23661904761904,3.8396190476190477,782.0857142857143,17.87495238095238,973.1952380952381,20.19452380952381,5696.0,32.0
2025-06-16 15:31:33,485867,26.785118483412322,81.24056872037914,3.8380568720379147,779.4597156398104,17.790284360189574,971.0047393364929,20.099715639810427,5695.0,33.0
2025-06-16 15:32:33,545867,26.789764150943398,81.24443396226415,3.8365094339622643,788.4009433962265,17.706415094339622,980.3820754716982,20.005801886792455,5694.0,34.0
